Codigo_Accidente,Formulario,Direccion,Fecha_Acc,Dia_Semana_Acc,Hora_Acc,Min_Acc,Localidad,Clase_Acc,Elemento_Choque,Tipo_Objeto_Fijo,Gravedad_Indicador_Tradicional,Gravedad_indicador_30d,
10591593,A001570732,KR 19 - CL 151  02,2023-05-18,Jueves,14,17,USAQUEN,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591596,A001571219,AV AVENIDA PRIMERO DE MAYO - KR 68 H 02,2023-05-27,Sábado,21,30,KENNEDY,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591600,A001569910,KR 58 - CL 131 A 02,2023-05-18,Jueves,15,5,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591601,A001570745,CL 63 - KR 108 A 02,2023-05-27,Sábado,5,20,ENGATIVA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591603,A001571212,CL 17 - KR 86  02,2023-05-27,Sábado,7,50,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591609,A001571108,KR 30 - CL 53 B 02,2023-05-27,Sábado,4,30,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Muertos,Con Muertos,
10591613,A001569916,KR 78 C - DG 69 C S 02,2023-05-27,Sábado,22,46,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591614,A001571220,KR 9 - CL 161  02,2023-05-28,Domingo,5,30,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591623,A001569996,KR 92 - CL 153  02,2023-05-20,Sábado,23,16,SUBA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590434,A001570005,AV AVENIDA PRIMERO DE MAYO - KR 10  02,2023-04-27,Jueves,4,0,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590476,A001519958,CL 13 - KR 56  02,2023-04-29,Sábado,6,0,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590487,A001570032,CL 17 - KR 87 B 02,2023-04-28,Viernes,8,45,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590492,A001570077,KR 72 - CL 72  02,2023-04-28,Viernes,6,30,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590518,A001569780,KR 18 R - CL 72 S 02,2023-04-29,Sábado,11,43,CIUDAD BOLIVAR,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590521,A001569964,KR 70 B - CL 6 C 02,2023-04-28,Viernes,17,10,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590523,A001569430,CL 26 S- KR 78 K 02,2023-05-03,Miércoles,5,31,KENNEDY,Choque,Vehículo,Desconocido,Con Muertos,Con Muertos,
10590524,A001570173,KR 14 - CL 81 S 02,2023-05-03,Miércoles,8,15,USME,Atropello,Desconocido,Desconocido,Con Muertos,Con Muertos,
10589193,A001567352,CL 13 - KR 46  02,2023-03-25,Sábado,6,31,PUENTE ARANDA,Choque,Objeto Fijo,Otro,Con Heridos,Con Heridos,
10589190,A001568833,DG 40 S- TV 34 A 02,2023-03-25,Sábado,5,12,ANTONIO NARIÑO,Choque,Objeto Fijo,Poste,Con Heridos,Con Heridos,
10589201,A001568435,KR 14 - CL 40 S 02,2023-03-23,Jueves,13,55,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10589206,A001568613,CL 2 B - KR 40 B 02,2023-03-23,Jueves,12,30,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10589208,A001568672,KR 4 E- CL 2 B 02,2023-03-25,Sábado,20,0,SANTA FE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10589210,A001568945,TV 60 - CL 128 B 02,2023-03-24,Viernes,19,55,SUBA,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10589218,A001568444,KR 3 - CL 12  02,2023-03-24,Viernes,6,43,LOS MARTIRES,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592141,A001571269,AV AVENIDA TRANSVERSAL DE SUBA - KR 98 B 02,2023-06-08,Jueves,0,34,SUBA,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10592142,A001570734,CL 100 - KR 65  02,2023-06-07,Miércoles,20,47,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592145,A001570728,CL 37 A S- KR 2 B 02,2023-06-07,Miércoles,10,40,SAN CRISTOBAL,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10592148,A001571529,CL 136 C - KR 14 A 02,2023-06-08,Jueves,19,10,USME,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592155,A001571678,KR 80 - CL 16 D 02,2023-06-08,Jueves,5,30,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592318,A001571623,AK 24 - DG 61 C BIS 02,2023-06-10,Sábado,12,56,TEUSAQUILLO,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10592320,A001571776,CL 24 - KR 50  02,2023-06-12,Lunes,8,15,TEUSAQUILLO,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10592321,A001571734,KR 51 - CL 58 D S 02,2023-06-12,Lunes,9,0,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592322,A001571880,AV AVENIDA BOYACA - CL 3 A 02,2023-06-11,Domingo,18,27,KENNEDY,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10592326,A001571525,KR 4 C - CL 36 B S 02,2023-06-13,Martes,20,0,SAN CRISTOBAL,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10592412,A001571554,KR 101 - CL 66 A 02,2023-06-15,Jueves,6,40,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592543,A001572428,AC 45 A S- KR 52 A 02,2023-06-19,Lunes,17,44,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592570,A001572202,AV AVENIDA BOYACA - CL 9  02,2023-06-18,Domingo,5,16,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592580,A001572219,KR 68 - CL 18 S 02,2023-06-17,Sábado,8,20,PUENTE ARANDA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10592581,A001572389,CL 26 - KR 31  02,2023-06-18,Domingo,15,10,TEUSAQUILLO,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10592770,A001572395,CL 24 - KR 40  02,2023-06-24,Sábado,0,55,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592776,A001571764,KR 68 B - CL 75 A 02,2023-06-24,Sábado,0,40,ENGATIVA,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10592785,A001572359,CL 6 D - KR 4  02,2023-06-23,Viernes,14,10,SANTA FE,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10592943,A001572002,CL 36 S- KR 24 B 02,2023-06-26,Lunes,5,5,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10592955,A001572696,KR 80 I - CL 73 A S 02,2023-06-28,Miércoles,20,30,BOSA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10592961,A001571536,CL 66 - KR 69 M 02,2023-06-28,Miércoles,9,45,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593255,A001572427,CL 24 - KR 12  02,2023-07-05,Miércoles,11,2,SANTA FE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593256,A001572904,DG 71 B S- TV 77 L 02,2023-07-05,Miércoles,6,50,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593257,A001572900,CL 19 S- KR 12 C 02,2023-07-07,Viernes,10,57,ANTONIO NARIÑO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593259,A001573023,AV AVENIDA DE LAS AMERICAS - CL 68 B 02,2023-07-06,Jueves,2,55,KENNEDY,Choque,Objeto Fijo,Poste,Con Heridos,Con Heridos,
10593380,A001573086,KR 4 E- CL 41 S 02,2023-07-09,Domingo,21,57,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10593551,A001573344,KR 51 - CL 68 S 02,2023-07-15,Sábado,7,5,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Muertos,Con Muertos,
10586922,A001517450,CL 54 A S- KR 24  02,2023-01-31,Martes,10,53,TUNJUELITO,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10586923,A001519954,KR 72 - CL 75 A 02,2023-01-31,Martes,7,0,ENGATIVA,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10586931,A001519896,CL 68 A S- KR 80 H 02,2023-01-31,Martes,12,0,BOSA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10586932,A001520159,KR 87 - CL 76 I 02,2023-01-31,Martes,14,50,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10586934,A001566660,CL 72 B S- KR 77 H 02,2023-01-31,Martes,6,35,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10586942,A001520132,CL 100 - KR 53  02,2023-01-31,Martes,5,25,BARRIOS UNIDOS,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10586944,A001520014,KR 7 - CL 80 A 02,2023-01-31,Martes,22,19,CHAPINERO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10586945,A001519674,KR 65 - CL 90  02,2023-02-01,Miércoles,17,50,BARRIOS UNIDOS,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10586949,A001519826,CL 134 - KR 12  02,2023-01-30,Lunes,13,30,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10586950,A001519980,KR 86 - CL 38 S 02,2023-02-01,Miércoles,20,3,KENNEDY,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10586952,A001566760,CL 6 - KR 68 D 02,2023-02-01,Miércoles,20,20,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10586969,A001520137,CL 78 - KR 26 S 02,2023-01-31,Martes,9,35,KENNEDY,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10586972,A001520150,CL 80 - KR 71  02,2023-01-29,Domingo,17,42,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10586973,A001520162,CL 37 S- KR 4 E 02,2023-01-31,Martes,12,20,SAN CRISTOBAL,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10586975,A001519750,CL 43 A S- KR 72 G 02,2023-01-30,Lunes,16,16,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587149,A001519214,CL 34 - KR 17  02,2023-02-04,Sábado,1,45,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587153,A001519963,KR 8 E- CL 119 S 02,2023-02-04,Sábado,21,0,USME,Choque,Objeto Fijo,Vehiculo estacionado,Con Heridos,Con Heridos,
10587159,A001566767,AK 72 - CL 64 H 02,2023-02-04,Sábado,5,0,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587184,A001515851,KR 5 E- CL 87 D S 02,2023-02-06,Lunes,12,33,USME,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10587191,A001566746,CL 51 S- KR 9  02,2023-02-06,Lunes,17,35,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587193,A001520081,KR 14 - CL 71 G S 02,2023-02-05,Domingo,17,40,USME,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587359,A001566730,KR 24 - CL 12 B 02,2023-02-07,Martes,11,6,LOS MARTIRES,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587367,A001519961,AV AVENIDA CIUDAD DE CALI - KR 69 A 02,2023-02-08,Miércoles,22,24,ENGATIVA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10587646,A001567303,KR 14 I - CL 136 S 02,2023-02-15,Miércoles,6,20,USME,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587670,A001567254,KR 86 - CL 75  02,2023-02-16,Jueves,4,4,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587672,A001567428,CL 13 - KR 68 A 02,2023-02-16,Jueves,11,11,FONTIBON,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10587674,A001567174,KR 78 B - CL 38 C S 02,2023-02-17,Viernes,23,46,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587676,A001567298,CL 17 - KR 90  02,2023-02-15,Miércoles,12,0,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587677,A001518054,AC 13 - KR 21  02,2023-02-16,Jueves,12,40,LOS MARTIRES,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10587678,A001567635,KR 10 - CL 17 S 02,2023-02-21,Martes,19,20,SAN CRISTOBAL,Atropello,Desconocido,Desconocido,Con Muertos,Con Muertos,
10587683,A001567349,CL 32 - KR 13 A 02,2023-02-16,Jueves,17,40,SANTA FE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587685,A001567016,KR 5 - CL 48 R BIS S 02,2023-02-15,Miércoles,15,15,RAFAEL URIBE URIBE,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10587692,A001567079,CL 58 C S- KR 86 D 02,2023-02-16,Jueves,17,20,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587695,A001519749,KR 76 - CL 58 B S 02,2023-02-16,Jueves,15,50,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10588380,A001567897,CL 221 - KR 109  02,2023-03-02,Jueves,21,30,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10588382,A001567854,CL 151 - KR 12 C 02,2023-03-02,Jueves,23,0,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10588629,A001568125,CL 163 A - KR 7 G 02,2023-03-10,Viernes,21,12,USAQUEN,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10588732,A001567514,KR 7 - CL 48 A 41,2023-03-13,Lunes,20,42,CHAPINERO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590328,A001569904,KR 103 - CL 23 G 02,2023-04-23,Domingo,6,36,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590334,A001569908,CL 67 - KR 111 B 02,2023-04-21,Viernes,7,0,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587173,A001518664,AV AVENIDA DE LAS AMERICAS - KR 71 C 02,2023-01-17,Martes,7,33,KENNEDY,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10595222,A001575454,CL 72 - KR 88  02,2023-08-25,Viernes,10,21,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595224,A001575358,CL 26 - KR 45  02,2023-08-26,Sábado,11,36,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595234,A001575483,KR 30 - CL 13  02,2023-08-25,Viernes,8,26,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595523,A001573573,KR 3 E- CL 91  02,2023-09-01,Viernes,1,55,CHAPINERO,Choque,Objeto Fijo,Otro,Con Heridos,Con Heridos,
10595525,A001575487,KR 88 - CL 63 S 02,2023-09-02,Sábado,23,5,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595536,A001575445,KR 45 - CL 183  02,2023-09-01,Viernes,19,40,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595540,A001573967,AV AVENIDA CARACAS - CL 6  02,2023-08-31,Jueves,1,46,LOS MARTIRES,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595542,A001575699,CL 13 - KR 17  02,2023-09-02,Sábado,0,35,LOS MARTIRES,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595709,A001575231,KR 10 - CL 13  02,2023-09-09,Sábado,19,40,SANTA FE,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10595710,A001575461,TV 78 P - CL 58 BIS S 02,2023-09-08,Viernes,17,5,KENNEDY,Choque,Objeto Fijo,Inmueble,Solo Daños,Solo Daños,
10595771,A001576308,CL 52 S- KR 10 E 02,2023-09-08,Viernes,18,20,SAN CRISTOBAL,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10595774,A001575869,TV 72 H - CL 35 A S 02,2023-09-08,Viernes,8,50,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596174,A001575827,KR 89 B - CL 43 S 02,2023-09-20,Miércoles,20,15,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596175,A001576395,CL 72 - KR 55  02,2023-09-17,Domingo,20,20,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596176,A001576415,CL 36 S- KR 23  02,2023-09-19,Martes,9,20,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596177,A001576598,TV 73 - CL 11 C 02,2023-09-20,Miércoles,8,30,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596181,A001575589,CL 170 - KR 9  02,2023-09-19,Martes,20,20,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596191,A001576563,KR 72 - CL 78  02,2023-09-19,Martes,10,30,BARRIOS UNIDOS,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10596220,A001576199,AC 26 - KR 51  02,2023-09-10,Domingo,19,30,TEUSAQUILLO,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10596222,A001576605,CL 26 - KR 93  02,2023-09-20,Miércoles,4,45,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596229,A001574740,TV 33 - CL 59 B S 02,2023-09-20,Miércoles,18,40,CIUDAD BOLIVAR,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10596898,A001575183,CL 17 - KR 123  02,2023-10-07,Sábado,0,5,FONTIBON,Choque,Objeto Fijo,Poste,Solo Daños,Solo Daños,
10597315,A001613928,CL 42 B S- TV 78 I BIS A 02,2023-10-18,Miércoles,12,52,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597319,A001574985,CL 145 - KR 114 A 02,2023-10-19,Jueves,6,20,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597321,A001574616,KR 29 - CL 39 A 02,2023-10-18,Miércoles,11,40,TEUSAQUILLO,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598127,A001604726,KR 116 B - CL 72 F 02,2023-11-09,Jueves,9,40,ENGATIVA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598135,A001604426,KR 36 - CL 12 A 02,2023-10-31,Martes,7,10,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598156,A001604693,AV AVENIDA CIUDAD DE CALI - KR 95 A 02,2023-11-09,Jueves,20,48,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598163,A001604381,CL 45 A S- KR 51  02,2023-11-10,Viernes,17,0,PUENTE ARANDA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598166,A001604452,CL 57 R - KR 73 I 02,2023-11-08,Miércoles,14,10,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598167,A001604682,AV AVENIDA DE LAS AMERICAS - KR 65  02,2023-11-10,Viernes,21,20,PUENTE ARANDA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598174,A001604816,CL 10 - TV 78 C 02,2023-11-10,Viernes,20,41,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598179,A001604807,KR 4 E- CL 41 BIS S 02,2023-11-09,Jueves,21,49,SAN CRISTOBAL,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598180,A001604592,KR 69 - CL 68  02,2023-11-09,Jueves,14,50,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598182,A001604815,KR 90 A - CL 26 S 02,2023-11-10,Viernes,20,30,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598185,A001604692,CL 6 - KR 28  02,2023-11-08,Miércoles,12,0,LOS MARTIRES,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598418,A001576608,KR 30 - CL 18  02,2023-11-16,Jueves,21,12,PUENTE ARANDA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598741,A001605301,KR 78 - CL 57 A S 02,2023-11-27,Lunes,11,0,KENNEDY,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598864,A001605382,CL 147 B - KR 87  02,2023-11-28,Martes,23,20,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599498,A001605936,KR 53 F - CL 4 F 02,2023-12-13,Miércoles,13,30,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599500,A001572090,KR 14 - CL 13  02,2023-12-12,Martes,7,27,SANTA FE,Otro,Desconocido,Desconocido,Con Heridos,Con Heridos,
10599509,A001605933,KR 110 BIS - CL 64 D 02,2023-12-08,Viernes,11,0,ENGATIVA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10599512,A001606079,CL 19 - KR 4  02,2023-12-12,Martes,7,40,SANTA FE,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10599514,A001605969,KR 59 - CL 43  02,2023-12-11,Lunes,14,0,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599518,A001604385,CL 24 - KR 116  02,2023-12-12,Martes,20,0,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599523,A001605864,KR 86 - CL 66 A 02,2023-12-11,Lunes,22,40,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599525,A001605911,CL 59 C S- TV 63  02,2023-12-11,Lunes,17,0,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599526,A001605990,KR 84 A - CL 69 A 02,2023-12-12,Martes,20,15,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599531,A001606137,KR 28 B - CL 65  02,2023-12-12,Martes,19,24,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599532,A001613577,KR 7 - CL 13  02,2023-12-11,Lunes,13,10,CANDELARIA,Otro,Desconocido,Desconocido,Con Heridos,Con Heridos,
10599533,A001606080,KR 3 - CL 30 A S 24,2023-12-12,Martes,20,0,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599534,A001613601,KR 72 - CL 77  02,2023-12-11,Lunes,18,31,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599535,A001604517,CL 170 - KR 90  02,2023-12-12,Martes,5,50,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599536,A001606102,CL 145 - KR 104  02,2023-12-12,Martes,22,36,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599545,A001605713,KR 19 - CL 28 S 02,2023-12-10,Domingo,14,12,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599547,A001605916,CL 80 - KR 104  02,2023-12-15,Viernes,13,25,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599548,A001605827,DG 17 B - KR 89  02,2023-12-15,Viernes,22,20,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599550,A001605939,CL 63 C - KR 119 B 02,2023-12-10,Domingo,14,55,ENGATIVA,Choque,Objeto Fijo,Inmueble,Solo Daños,Solo Daños,
10594992,A001575508,CL 82 - KR 95 C 02,2023-08-20,Domingo,11,43,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594995,A001571171,KR 76 - CL 67  02,2023-08-19,Sábado,7,1,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595455,A001575587,CL 34 - KR 16  02,2023-08-29,Martes,12,10,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595456,A001575722,CL 26 - KR 38  02,2023-08-30,Miércoles,8,23,TEUSAQUILLO,Choque,Objeto Fijo,Vehiculo estacionado,Con Heridos,Con Heridos,
10595847,A001576309,CL 3 BIS S- KR 5 A E 02,2023-09-11,Lunes,6,55,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595850,A001575733,KR 14 - CL 55 S 02,2023-08-31,Jueves,2,30,USME,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10595853,A001575994,CL 49 G S- KR 5 T 02,2023-09-11,Lunes,21,30,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596518,A001576198,CL 145 - KR 83  02,2023-09-27,Miércoles,11,48,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596525,A001574332,KR 68 - CL 18 S 02,2023-09-28,Jueves,8,30,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596681,A001574379,KR 27 B - CL 72  02,2023-09-30,Sábado,19,58,BARRIOS UNIDOS,Choque,Objeto Fijo,Otro,Con Heridos,Con Heridos,
10596931,A001574684,KR 3 E- CL 6 D 02,2023-10-06,Viernes,15,21,SANTA FE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596929,A001614102,KR 72 - CL 152  02,2023-10-06,Viernes,12,42,SUBA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10596941,A001576286,KR 85 - CL 64 G BIS 02,2023-10-06,Viernes,13,0,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596953,A001574631,TV 42 - CL 5 A 02,2023-10-09,Lunes,18,8,PUENTE ARANDA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10596955,A001614145,KR 72 - CL 1  02,2023-10-06,Viernes,19,40,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596964,A001574575,KR 89 - CL 40 S 02,2023-10-08,Domingo,17,4,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597788,A001604393,CL 27 S- KR 10 B 02,2023-10-31,Martes,10,20,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597790,A001604365,AU NORTE - CL 125  02,2023-10-30,Lunes,14,2,USAQUEN,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10597794,A001604447,KR 14 - CL 31 B S 02,2023-10-31,Martes,21,49,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597923,A001604537,AV AVENIDA BOYACA - KR 17 A 02,2023-11-05,Domingo,1,15,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598098,A001613852,CL 24 - KR 68  02,2023-11-08,Miércoles,11,35,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
