Codigo_Accidente,Formulario,Direccion,Fecha_Acc,Dia_Semana_Acc,Hora_Acc,Min_Acc,Localidad,Clase_Acc,Elemento_Choque,Tipo_Objeto_Fijo,Gravedad_Indicador_Tradicional,Gravedad_indicador_30d,
10590072,A001568889,CL 49 B S- KR 80  02,2023-04-17,Lunes,6,46,KENNEDY,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590073,A001569623,KR 7 - CL 56  02,2023-04-17,Lunes,12,45,CHAPINERO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590142,A001569557,KR 46 - CL 143  02,2023-04-18,Martes,17,6,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590144,A001569830,KR 70 C - CL 69  02,2023-04-19,Miércoles,9,27,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590150,A001569754,KR 24 - CL 83  02,2023-04-17,Lunes,22,20,BARRIOS UNIDOS,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590151,A001569166,CL 22 - KR 103  02,2023-04-17,Lunes,20,30,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590155,A001569243,CL 13 - KR 106  02,2023-04-17,Lunes,19,0,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590156,A001569447,CL 45 S- KR 72 I 02,2023-04-19,Miércoles,8,15,KENNEDY,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590221,A001569922,CL 137 - KR 91  02,2023-04-21,Viernes,6,15,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590226,A001569726,AK 30 - CL 58 A 02,2023-04-21,Viernes,23,50,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590227,A001569706,CL 57 R S- KR 63  02,2023-04-24,Lunes,5,20,CIUDAD BOLIVAR,Volcamiento,Desconocido,Desconocido,Con Muertos,Con Muertos,
10590229,A001569805,CL 82 - KR 92  02,2023-04-22,Sábado,7,29,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590234,A001569366,KR 11 - CL 93  02,2023-04-21,Viernes,16,45,CHAPINERO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590238,A001569862,KR 17 A BIS - CL 68 S 02,2023-04-21,Viernes,17,30,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590248,A001568899,KR 10 - CL 22 S 02,2023-04-22,Sábado,1,34,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590253,A001569810,CL 19 - KR 9  02,2023-04-21,Viernes,13,0,SANTA FE,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590254,A001569705,KR 81 C - CL 47 A S 02,2023-04-20,Jueves,16,40,KENNEDY,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590256,A001568835,KR 72 - CL 2  02,2023-04-20,Jueves,10,30,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590259,A001569884,KR 20 - CL 50  02,2023-04-21,Viernes,9,45,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590262,A001569752,AV AVENIDA DE LAS AMERICAS - KR 68 A 02,2023-04-21,Viernes,0,21,KENNEDY,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590263,A001569885,TV 72 D - CL 41 S 02,2023-04-22,Sábado,21,30,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590266,A001520120,KR 77 Q - CL 45 S 02,2023-04-22,Sábado,18,13,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590267,A001569729,KR 12 D - CL 19 S 02,2023-04-23,Domingo,12,45,ANTONIO NARIÑO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590269,A001569924,TV 35 - CL 32 S 02,2023-04-23,Domingo,15,30,PUENTE ARANDA,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590270,A001569991,CL 72 S- KR 78 A 02,2023-04-22,Sábado,22,20,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590271,A001569625,KR 31 - CL 6  02,2023-04-17,Lunes,13,19,PUENTE ARANDA,Choque,Objeto Fijo,Poste,Con Heridos,Con Heridos,
10590272,A001569869,CL 166 - KR 20  02,2023-04-23,Domingo,14,0,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590273,A001567042,CL 26 - KR 113  02,2023-04-22,Sábado,12,50,FONTIBON,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590276,A001569734,KR 91 - CL 127 F 02,2023-04-21,Viernes,9,28,SUBA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590277,A001569656,KR 30 - CL 30 S 02,2023-04-23,Domingo,10,11,ANTONIO NARIÑO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590278,A001569349,CL 80 - KR 89  02,2023-04-21,Viernes,5,15,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590422,A001568711,KR 114 - CL 79  02,2023-04-24,Lunes,15,30,ENGATIVA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590432,A001568524,CL 26 - KR 96  02,2023-04-26,Miércoles,13,0,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590433,A001570106,KR 3 - CL 31 C S 02,2023-04-27,Jueves,7,10,SAN CRISTOBAL,Choque,Objeto Fijo,Barandas,Con Heridos,Con Heridos,
10593650,A001571851,CL 17 - KR 68 A 02,2023-07-14,Viernes,13,3,FONTIBON,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10593652,A001573307,CL 17 - KR 120  02,2023-07-15,Sábado,10,15,FONTIBON,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10593894,A001573652,CL 56 S- KR 24  02,2023-07-22,Sábado,18,50,TUNJUELITO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593895,A001572020,AV AVENIDA CIUDAD DE CALI - CL 13 A 02,2023-07-21,Viernes,7,40,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593898,A001573328,AC 56 S- KR 19 C 02,2023-07-19,Miércoles,21,30,TUNJUELITO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593899,A001573299,AV AVENIDA CIUDAD DE CALI - CL 8  02,2023-07-24,Lunes,22,56,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593900,A001573376,AC 51 S- KR 13 F 02,2023-07-19,Miércoles,7,10,RAFAEL URIBE URIBE,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10594015,A001573820,KR 7 - CL 85  02,2023-07-25,Martes,8,40,CHAPINERO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594016,A001573822,KR 30 - CL 72  02,2023-07-26,Miércoles,9,40,BARRIOS UNIDOS,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10594017,A001573872,AV AVENIDA BOYACA - CL 20  02,2023-07-26,Miércoles,16,55,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594031,A001573597,KR 3 B - CL 36 S 02,2023-07-26,Miércoles,22,20,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594033,A001572573,AC 26 - KR 103  02,2023-07-26,Miércoles,17,30,FONTIBON,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10594050,A001573858,KR 5 A - CL 31 S 02,2023-07-26,Miércoles,6,35,SAN CRISTOBAL,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10594043,A001572006,KR 45 - CL 122  02,2023-07-28,Viernes,8,20,USAQUEN,Atropello,Desconocido,Desconocido,Con Muertos,Con Muertos,
10594044,A001573618,CL 9 - KR 58  02,2023-07-28,Viernes,4,32,PUENTE ARANDA,Atropello,Desconocido,Desconocido,Con Muertos,Con Muertos,
10594053,A001572796,KR 16 c - CL 62 BIS S 02,2023-07-26,Miércoles,20,0,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594056,A001573386,KR 89 - CL 52 B S 02,2023-07-26,Miércoles,6,46,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594080,A001571914,CL 19 - KR 9  02,2023-07-26,Miércoles,8,0,SANTA FE,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591116,A001570642,KR 10 - CL 7 A 02,2023-05-13,Sábado,19,15,CANDELARIA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591117,A001570652,KR 19 A - CL 134 A 02,2023-05-13,Sábado,19,20,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591118,A001570457,AU SUR - CL 16 S 02,2023-05-14,Domingo,5,43,PUENTE ARANDA,Choque,Objeto Fijo,Poste,Con Heridos,Con Heridos,
10591122,A001569301,KR 129 - CL 22  02,2023-05-14,Domingo,2,10,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591123,A001570424,CL 22 A S- KR 2  02,2023-05-13,Sábado,14,15,SAN CRISTOBAL,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591128,A001570420,CL 27 S- KR 20  02,2023-05-13,Sábado,17,44,RAFAEL URIBE URIBE,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591131,A001570541,KR 94 C - CL 134  02,2023-05-13,Sábado,15,15,SUBA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591132,A001570101,AV AVENIDA CIUDAD DE CALI - CL 6  02,2023-05-14,Domingo,7,13,KENNEDY,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591136,A001570178,KR 60 - CL 4 D 02,2023-05-14,Domingo,4,20,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591137,A001570375,AU SUR - CL 59 S 02,2023-05-13,Sábado,21,15,BOSA,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10591138,A001570726,KR 86 - CL 43 S 02,2023-05-13,Sábado,23,50,KENNEDY,Choque,Vehículo,Desconocido,Con Muertos,Con Muertos,
10591142,A001569577,CL 6 - KR 32  02,2023-05-12,Viernes,18,29,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591144,A001570495,AC 13 - KR 21  02,2023-05-13,Sábado,21,30,LOS MARTIRES,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591145,A001570383,KR 116 - CL 13  02,2023-05-16,Martes,10,0,FONTIBON,Atropello,Desconocido,Desconocido,Con Muertos,Con Muertos,
10591151,A001570110,AV AVENIDA DE LAS AMERICAS - KR 74  02,2023-05-13,Sábado,14,15,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591147,A001570709,KR 50 - CL 5 B 02,2023-05-16,Martes,11,10,PUENTE ARANDA,Atropello,Desconocido,Desconocido,Con Muertos,Con Muertos,
10591159,A001570768,KR 54 - CL 5 C 02,2023-05-15,Lunes,3,50,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591165,A001570555,KR 69 B - CL 37 A S 02,2023-05-14,Domingo,10,50,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10586732,A001519332,AV AVENIDA BOYACA - CL 7  02,2023-01-26,Jueves,7,20,KENNEDY,Volcamiento,Desconocido,Desconocido,Solo Daños,Solo Daños,
10586829,A001520058,KR 78 K - CL 33 A S 02,2023-01-29,Domingo,3,0,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10586915,A001513685,AU SUR - CL 59 S 02,2023-01-28,Sábado,23,18,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10586917,A001566759,TV 6 B BIS - DG 48 J S 02,2023-01-31,Martes,17,30,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10586921,A001518508,KR 7 - CL 47  02,2023-01-28,Sábado,7,40,CHAPINERO,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10599958,A001606365,KR 18 L - CL 68 I S 02,2023-12-22,Viernes,18,30,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599959,A001606312,KR 80 - CL 34 S 02,2023-12-26,Martes,17,50,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599962,A001606138,KR 68 - CL 53  02,2023-12-15,Viernes,13,50,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599966,A001606549,KR 104 - CL 145 A 02,2023-12-26,Martes,17,10,SUBA,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10600019,A001606623,KR 30 - CL 23  02,2023-12-27,Miércoles,17,15,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10600027,A001606554,CL 37 S- KR 3 A E 02,2023-12-27,Miércoles,7,30,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10600032,A001606541,CL 61 S- KR 72  02,2023-12-26,Martes,8,47,TUNJUELITO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10600149,A001605269,TV 85 - CL 65 A 02,2023-12-29,Viernes,14,20,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10600628,A001605945,KR 60 - CL 63  02,2023-12-31,Domingo,9,7,TEUSAQUILLO,Choque,Objeto Fijo,Otro,Solo Daños,Solo Daños,
10594482,A001573693,CL 86 - KR 95 C 02,2023-08-08,Martes,6,45,ENGATIVA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10594494,A001574175,CL 26 - KR 33 A 02,2023-08-07,Lunes,18,21,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594498,A001575014,KR 24 - CL 44 S 02,2023-08-07,Lunes,19,0,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594505,A001573532,CL 56 S- KR 24  02,2023-08-07,Lunes,13,50,TUNJUELITO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594506,A001574047,AV AVENIDA CIUDAD DE CALI - KR 129  02,2023-08-06,Domingo,14,49,SUBA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10594513,A001572317,KR 30 - CL 39 A 02,2023-08-07,Lunes,19,40,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595027,A001573973,KR 14 - CL 24  02,2023-08-19,Sábado,23,30,SANTA FE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595029,A001575489,AV AVENIDA CIUDAD DE VILLAVICENCIO - CL 78 S 02,2023-08-19,Sábado,23,50,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595032,A001572535,TV 5 J - CL 48 A S 02,2023-08-20,Domingo,21,30,RAFAEL URIBE URIBE,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10595210,A001575608,CL 53 - KR 36 A 02,2023-08-26,Sábado,15,30,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595212,A001575624,KR 1 A - CL 41 A S 02,2023-08-25,Viernes,17,39,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595213,A001575083,KR 30 - CL 6  02,2023-08-23,Miércoles,20,49,PUENTE ARANDA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10595218,A001575326,CL 138 B - KR 153  02,2023-08-26,Sábado,16,11,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597529,A001613425,KR 69 B - CL 24 B 02,2023-10-24,Martes,18,15,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597754,A001604221,KR 30 - CL 25  02,2023-10-29,Domingo,4,30,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597809,A001604341,CL 72 - KR 76  02,2023-10-31,Martes,23,40,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597965,A001604612,CL 84 S- KR 3 A E 02,2023-01-05,Jueves,23,0,USME,Choque,Objeto Fijo,Otro,Con Heridos,Con Heridos,
10597974,A001575370,CL 26 - KR 113  02,2023-11-04,Sábado,18,0,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598612,A001605030,CL 80 - KR 120  02,2023-11-21,Martes,18,30,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598624,A001604671,KR 86 - CL 42 A S 02,2023-11-21,Martes,19,40,KENNEDY,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598631,A001604609,KR 22 - CL 14  02,2023-11-21,Martes,13,0,ANTONIO NARIÑO,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598641,A001604834,KR 7 - CL 43  02,2023-11-21,Martes,11,44,CHAPINERO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599355,A001613690,KR 104 - CL 130 A 02,2023-12-10,Domingo,9,37,SUBA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10599358,A001605814,KR 6 - CL 22 A S 02,2023-12-09,Sábado,15,11,SAN CRISTOBAL,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10599360,A001605885,CL 62 S- KR 82 G 02,2023-12-10,Domingo,13,55,BOSA,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10599361,A001605682,CL 24 - KR 72 B 02,2023-12-11,Lunes,21,20,FONTIBON,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10599364,A001605971,KR 74 - CL 138  02,2023-12-12,Martes,2,22,SUBA,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10599368,A001605794,CL 17 - KR 88  02,2023-12-10,Domingo,5,20,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599369,A001605783,KR 104 - CL 16 B 02,2023-12-09,Sábado,16,0,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599372,A001606050,CL 48 F S- KR 5 L 02,2023-12-11,Lunes,18,47,RAFAEL URIBE URIBE,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10599380,A001605855,KR 41 A - CL 1 G 02,2023-12-09,Sábado,18,25,PUENTE ARANDA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10599381,A001605873,CL 26 - KR 69  02,2023-12-08,Viernes,8,35,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599382,A001572051,KR 1 - CL 22  52,2023-12-04,Lunes,15,30,SANTA FE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599385,A001605842,CL 94 S- KR 14  02,2023-12-08,Viernes,22,58,USME,Atropello,Desconocido,Desconocido,Con Muertos,Con Muertos,
10599386,A001605887,CL 63 S- KR 98  02,2023-12-12,Martes,21,40,BOSA,Volcamiento,Desconocido,Desconocido,Con Muertos,Con Muertos,
10599387,A001605756,AV AVENIDA JORGE GAITAN CORTES - DG 68 B S 02,2023-12-10,Domingo,0,33,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599398,A001605400,AV AVENIDA BOYACA - CL 59 A S 02,2023-12-09,Sábado,17,30,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599401,A001606006,AV AVENIDA DE LAS AMERICAS - KR 43  02,2023-12-09,Sábado,17,20,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599410,A001606025,AV AVENIDA CIUDAD DE CALI - CL 129 C 02,2023-12-11,Lunes,19,50,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599411,A001606010,KR 30 - CL 6  02,2023-12-09,Sábado,16,24,LOS MARTIRES,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599417,A001605863,KR 14 - CL 94 S 02,2023-12-11,Lunes,5,45,USME,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599433,A001613581,KR 16 - CL 55 BIS 02,2023-10-26,Jueves,12,58,CHAPINERO,Atropello,Desconocido,Desconocido,Con Muertos,Con Heridos,
10599434,A001604944,CL 98 S- KR 1 F 02,2023-12-07,Jueves,8,20,USME,Choque,Objeto Fijo,Inmueble,Solo Daños,Solo Daños,
10599439,A001605588,CL 22 C - KR 68 F 02,2023-12-13,Miércoles,19,55,FONTIBON,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10599445,A001606021,CL 142 - KR 128 B 02,2023-12-14,Jueves,0,40,SUBA,Choque,Objeto Fijo,Poste,Con Heridos,Con Heridos,
10599450,A001605796,AV AVENIDA DE LA ESPERANZA - KR 70  02,2023-12-12,Martes,13,0,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599452,A001606070,CL 72 - KR 70  02,2023-12-12,Martes,2,12,ENGATIVA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10599476,A001606173,CL 43 S- KR 86 A 02,2023-12-14,Jueves,21,20,KENNEDY,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10599483,A001606015,KR 24 D - CL 48 C S 02,2023-12-13,Miércoles,20,30,TUNJUELITO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599492,A001605204,CL 63 S- KR 93 D 02,2023-12-13,Miércoles,20,28,BOSA,Choque,Vehículo,Desconocido,Con Muertos,Con Heridos,
10599495,A001605953,KR 28 A - CL 18 A 02,2023-12-14,Jueves,8,20,LOS MARTIRES,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599497,A001605987,CL 17 S- KR 8  02,2023-12-12,Martes,9,32,SAN CRISTOBAL,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591283,A001570857,AV AVENIDA CIUDAD DE CALI - CL 26  02,2023-05-18,Jueves,18,10,ENGATIVA,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591284,A001570992,CL 66 A - KR 90  02,2023-05-22,Lunes,8,40,ENGATIVA,Otro,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591314,A001570847,KR 53 - CL 104 B 02,2023-05-24,Miércoles,20,41,SUBA,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10591317,A001570421,KR 2 - CL 9 S 02,2023-05-16,Martes,13,30,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591323,A001570739,KR 20 B - CL 73  02,2023-05-17,Miércoles,1,30,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591363,A001570786,CL 80 - KR 70  02,2023-05-16,Martes,12,46,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591435,A001570289,CL 51 S- KR 90  02,2023-05-16,Martes,19,11,BOSA,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591445,A001570643,CL 61 S- KR 38  02,2023-05-20,Sábado,21,40,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591446,A001569454,KR 68 D - CL 34 S 02,2023-05-20,Sábado,13,28,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591449,A001570701,KR 78 - CL 57 A S 02,2023-05-19,Viernes,15,30,KENNEDY,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591451,A001570901,KR 57 R - CL 60 S 02,2023-05-20,Sábado,18,44,TUNJUELITO,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591463,A001571145,DG 3 - KR 71 C 02,2023-05-26,Viernes,22,43,KENNEDY,Choque,Objeto Fijo,Inmueble,Solo Daños,Solo Daños,
10591484,A001570844,CL 153 - KR 103  02,2023-05-21,Domingo,6,45,SUBA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591477,A001567110,CL 163 - KR 4 E 02,2023-05-25,Jueves,18,15,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591485,A001570781,KR 91 - CL 129 B 02,2023-05-15,Lunes,14,10,SUBA,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591488,A001570571,CL 185 B - KR 11  02,2023-05-17,Miércoles,12,44,USAQUEN,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591494,A001571059,KR 30 - CL 71 C 02,2023-05-26,Viernes,6,10,BARRIOS UNIDOS,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591496,A001570851,KR 7 - CL 89  02,2023-05-18,Jueves,6,52,CHAPINERO,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591500,A001570142,CL 26 - KR 113  02,2023-05-09,Martes,7,10,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591501,A001570264,CL 13 - KR 62  02,2023-05-24,Miércoles,19,9,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591506,A001570771,DG 92 - KR 19  02,2023-05-19,Viernes,16,40,CHAPINERO,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591552,A001570562,KR 89 B - CL 54 B S 02,2023-05-26,Viernes,19,45,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591555,A001571124,CL 71 S- KR 80  02,2023-05-26,Viernes,17,30,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591558,A001571130,TV 78 L - DG 69 B S 02,2023-05-26,Viernes,7,55,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591561,A001570530,KR 3 - CL 51 S 02,2023-05-26,Viernes,18,0,RAFAEL URIBE URIBE,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591563,A001571006,KR 72 J - CL 43 S 02,2023-05-25,Jueves,13,0,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591566,A001571007,AV AVENIDA BOYACA - CL 7 F 02,2023-05-26,Viernes,5,24,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591567,A001570809,KR 7 B - CL 146  02,2023-05-19,Viernes,21,50,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591568,A001571222,AV AVENIDA BOYACA - KR 18 A 02,2023-05-28,Domingo,3,27,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10591571,A001571102,CL 80 - KR 68 C 02,2023-05-26,Viernes,18,40,ENGATIVA,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591572,A001570368,KR 70 C - CL 102  02,2023-05-19,Viernes,17,59,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591573,A001569772,AV AVENIDA BOYACA - CL 10  02,2023-05-27,Sábado,9,3,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591577,A001570970,CL 142 - KR 102 A 02,2023-05-28,Domingo,5,13,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591586,A001570982,CL 57 R S- KR 72  02,2023-05-26,Viernes,14,59,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
